Sample,f0.5,AR,TB,Z*,rcov,rcore,X2r,IE1,ΔHmelt,ΔHsuf,ΔHv,Ssolid,ΔIP,AN/ΔIP,Z/r2,TM,μN,PP-R,SLN,Hf,Δε1,Sf(OH2+),Dr100,Size500,Zeta500,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Sc,Y,value
Sc_5,1.12,2.09,3109,4.63,1.44,1.1,1.609152,631,15.77,110,115,34.6,11.96,1.7559,42.48137317,1814,4.749,2.75,93,-614.2,0.05,-39,0.146563393,62.25767,-10.911079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.853978214
Sc_10,1.12,2.09,3109,4.63,1.44,1.1,1.609152,631,15.77,110,115,34.6,11.96,1.7559,42.48137317,1814,4.749,2.75,93,-614.2,0.05,-39,0.146563393,62.25767,-10.911079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0.850701132
Sc_50,1.12,2.09,3109,4.63,1.44,1.1,1.609152,631,15.77,110,115,34.6,11.96,1.7559,42.48137317,1814,4.749,2.75,93,-614.2,0.05,-39,0.146563393,62.25767,-10.911079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0.764321914
Sc_100,1.12,2.09,3109,4.63,1.44,1.1,1.609152,631,15.77,110,115,34.6,11.96,1.7559,42.48137317,1814,4.749,2.75,93,-614.2,0.05,-39,0.146563393,62.25767,-10.911079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.716359643
Sc_500,1.12,2.09,3109,4.63,1.44,1.1,1.609152,631,15.77,110,115,34.6,11.96,1.7559,42.48137317,1814,4.749,2.75,93,-614.2,0.05,-39,0.146563393,62.25767,-10.911079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0.608310214
Sc_1000,1.12,2.09,3109,4.63,1.44,1.1,1.609152,631,15.77,110,115,34.6,11.96,1.7559,42.48137317,1814,4.749,2.75,93,-614.2,0.05,-39,0.146563393,62.25767,-10.911079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0.550238633
Sm_0.1,2.65,2.59,1802,8.01,1.62,1.11,1.478412,543.2,10.9,114,120,68.1611,12.33,5.0284,52.15715492,1095,-0.68,4.14,503,-691.1,-0.42,-144,2.1858914,142.8791,-13.56329667,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.925080965
Sm_0.5,2.65,2.59,1802,8.01,1.62,1.11,1.478412,543.2,10.9,114,120,68.1611,12.33,5.0284,52.15715492,1095,-0.68,4.14,503,-691.1,-0.42,-144,2.1858914,142.8791,-13.56329667,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.950228731
Sm_1,2.65,2.59,1802,8.01,1.62,1.11,1.478412,543.2,10.9,114,120,68.1611,12.33,5.0284,52.15715492,1095,-0.68,4.14,503,-691.1,-0.42,-144,2.1858914,142.8791,-13.56329667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.878967707
Sm_5,2.65,2.59,1802,8.01,1.62,1.11,1.478412,543.2,10.9,114,120,68.1611,12.33,5.0284,52.15715492,1095,-0.68,4.14,503,-691.1,-0.42,-144,2.1858914,142.8791,-13.56329667,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0.81995586
Sm_10,2.65,2.59,1802,8.01,1.62,1.11,1.478412,543.2,10.9,114,120,68.1611,12.33,5.0284,52.15715492,1095,-0.68,4.14,503,-691.1,-0.42,-144,2.1858914,142.8791,-13.56329667,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0.788858542
Sm_50,2.65,2.59,1802,8.01,1.62,1.11,1.478412,543.2,10.9,114,120,68.1611,12.33,5.0284,52.15715492,1095,-0.68,4.14,503,-691.1,-0.42,-144,2.1858914,142.8791,-13.56329667,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0.798643678
Sm_100,2.65,2.59,1802,8.01,1.62,1.11,1.478412,543.2,10.9,114,120,68.1611,12.33,5.0284,52.15715492,1095,-0.68,4.14,503,-691.1,-0.42,-144,2.1858914,142.8791,-13.56329667,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0.760641293
Sm_500,2.65,2.59,1802,8.01,1.62,1.11,1.478412,543.2,10.9,114,120,68.1611,12.33,5.0284,52.15715492,1095,-0.68,4.14,503,-691.1,-0.42,-144,2.1858914,142.8791,-13.56329667,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0.794674491
Sm_1000,2.65,2.59,1802,8.01,1.62,1.11,1.478412,543.2,10.9,114,120,68.1611,12.33,5.0284,52.15715492,1095,-0.68,4.14,503,-691.1,-0.42,-144,2.1858914,142.8791,-13.56329667,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0.199090148
Tb_0.1,2.74,2.51,3503,8.3,1.59,1.08,1.756312,564.4,10193,115,120,72.24,10.39,6.256,37.28159661,1632,1.52,3.89,129,-698,-0.57,-131,1.931552019,146.7303,-16.19498,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.931716917
Tb_0.5,2.74,2.51,3503,8.3,1.59,1.08,1.756312,564.4,10193,115,120,72.24,10.39,6.256,37.28159661,1632,1.52,3.89,129,-698,-0.57,-131,1.931552019,146.7303,-16.19498,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.945697554
Tb_1,2.74,2.51,3503,8.3,1.59,1.08,1.756312,564.4,10193,115,120,72.24,10.39,6.256,37.28159661,1632,1.52,3.89,129,-698,-0.57,-131,1.931552019,146.7303,-16.19498,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.79914411
Tb_5,2.74,2.51,3503,8.3,1.59,1.08,1.756312,564.4,10193,115,120,72.24,10.39,6.256,37.28159661,1632,1.52,3.89,129,-698,-0.57,-131,1.931552019,146.7303,-16.19498,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0.797556263
Tb_10,2.74,2.51,3503,8.3,1.59,1.08,1.756312,564.4,10193,115,120,72.24,10.39,6.256,37.28159661,1632,1.52,3.89,129,-698,-0.57,-131,1.931552019,146.7303,-16.19498,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0.746138639
Tb_50,2.74,2.51,3503,8.3,1.59,1.08,1.756312,564.4,10193,115,120,72.24,10.39,6.256,37.28159661,1632,1.52,3.89,129,-698,-0.57,-131,1.931552019,146.7303,-16.19498,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0.695221229
Tb_100,2.74,2.51,3503,8.3,1.59,1.08,1.756312,564.4,10193,115,120,72.24,10.39,6.256,37.28159661,1632,1.52,3.89,129,-698,-0.57,-131,1.931552019,146.7303,-16.19498,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0.553275139
Tb_500,2.74,2.51,3503,8.3,1.59,1.08,1.756312,564.4,10193,115,120,72.24,10.39,6.256,37.28159661,1632,1.52,3.89,129,-698,-0.57,-131,1.931552019,146.7303,-16.19498,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0.453454619
Tb_1000,2.74,2.51,3503,8.3,1.59,1.08,1.756312,564.4,10193,115,120,72.24,10.39,6.256,37.28159661,1632,1.52,3.89,129,-698,-0.57,-131,1.931552019,146.7303,-16.19498,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0.105449805
Tm_0.1,2.87,2.42,2223,8.58,1.56,1.01,1.703125,596.3,16.8,114,191,71.4268,11.58,5.9585,39.30174228,1818,-0.2,3.6,163,-705.2,-0.53,-143,1.360572755,97.76192,-8.799768,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.999263251
Tm_0.5,2.87,2.42,2223,8.58,1.56,1.01,1.703125,596.3,16.8,114,191,71.4268,11.58,5.9585,39.30174228,1818,-0.2,3.6,163,-705.2,-0.53,-143,1.360572755,97.76192,-8.799768,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.882238768
Tm_1,2.87,2.42,2223,8.58,1.56,1.01,1.703125,596.3,16.8,114,191,71.4268,11.58,5.9585,39.30174228,1818,-0.2,3.6,163,-705.2,-0.53,-143,1.360572755,97.76192,-8.799768,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.890520839
Tm_5,2.87,2.42,2223,8.58,1.56,1.01,1.703125,596.3,16.8,114,191,71.4268,11.58,5.9585,39.30174228,1818,-0.2,3.6,163,-705.2,-0.53,-143,1.360572755,97.76192,-8.799768,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0.846508997
Tm_10,2.87,2.42,2223,8.58,1.56,1.01,1.703125,596.3,16.8,114,191,71.4268,11.58,5.9585,39.30174228,1818,-0.2,3.6,163,-705.2,-0.53,-143,1.360572755,97.76192,-8.799768,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0.737322842
Tm_50,2.87,2.42,2223,8.58,1.56,1.01,1.703125,596.3,16.8,114,191,71.4268,11.58,5.9585,39.30174228,1818,-0.2,3.6,163,-705.2,-0.53,-143,1.360572755,97.76192,-8.799768,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0.651072435
Tm_100,2.87,2.42,2223,8.58,1.56,1.01,1.703125,596.3,16.8,114,191,71.4268,11.58,5.9585,39.30174228,1818,-0.2,3.6,163,-705.2,-0.53,-143,1.360572755,97.76192,-8.799768,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.671174665
Tm_500,2.87,2.42,2223,8.58,1.56,1.01,1.703125,596.3,16.8,114,191,71.4268,11.58,5.9585,39.30174228,1818,-0.2,3.6,163,-705.2,-0.53,-143,1.360572755,97.76192,-8.799768,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0.647031326
Tm_1000,2.87,2.42,2223,8.58,1.56,1.01,1.703125,596.3,16.8,114,191,71.4268,11.58,5.9585,39.30174228,1818,-0.2,3.6,163,-705.2,-0.53,-143,1.360572755,97.76192,-8.799768,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0.540307775
Y_0.1,1.84,2.27,3618,6.26,1.62,1.22,1.518168,615.6,11.5,116,125,44.4,8.28,4.7101,50.32900251,1795,0.137,2.94,98,-715,-0.37,-173,1.036378133,107.0914,-12.93018667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.960096992
Y_0.5,1.84,2.27,3618,6.26,1.62,1.22,1.518168,615.6,11.5,116,125,44.4,8.28,4.7101,50.32900251,1795,0.137,2.94,98,-715,-0.37,-173,1.036378133,107.0914,-12.93018667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.988084748
Y_1,1.84,2.27,3618,6.26,1.62,1.22,1.518168,615.6,11.5,116,125,44.4,8.28,4.7101,50.32900251,1795,0.137,2.94,98,-715,-0.37,-173,1.036378133,107.0914,-12.93018667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.877437211
Y_5,1.84,2.27,3618,6.26,1.62,1.22,1.518168,615.6,11.5,116,125,44.4,8.28,4.7101,50.32900251,1795,0.137,2.94,98,-715,-0.37,-173,1.036378133,107.0914,-12.93018667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.874684479
Y_10,1.84,2.27,3618,6.26,1.62,1.22,1.518168,615.6,11.5,116,125,44.4,8.28,4.7101,50.32900251,1795,0.137,2.94,98,-715,-0.37,-173,1.036378133,107.0914,-12.93018667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.841857083
Y_50,1.84,2.27,3618,6.26,1.62,1.22,1.518168,615.6,11.5,116,125,44.4,8.28,4.7101,50.32900251,1795,0.137,2.94,98,-715,-0.37,-173,1.036378133,107.0914,-12.93018667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0.75978528
Y_100,1.84,2.27,3618,6.26,1.62,1.22,1.518168,615.6,11.5,116,125,44.4,8.28,4.7101,50.32900251,1795,0.137,2.94,98,-715,-0.37,-173,1.036378133,107.0914,-12.93018667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.658306888
Y_500,1.84,2.27,3618,6.26,1.62,1.22,1.518168,615.6,11.5,116,125,44.4,8.28,4.7101,50.32900251,1795,0.137,2.94,98,-715,-0.37,-173,1.036378133,107.0914,-12.93018667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0.623122611
Y_1000,1.84,2.27,3618,6.26,1.62,1.22,1.518168,615.6,11.5,116,125,44.4,8.28,4.7101,50.32900251,1795,0.137,2.94,98,-715,-0.37,-173,1.036378133,107.0914,-12.93018667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0.116613445
Yb_0.1,2.91,2.4,1469,8.59,1.74,1,1.1979,603.4,7.6,60,65,62.802,12.88,5.4348,41.81288371,1097,-0.677,3.59,159,-674.5,-0.34,-171,1.134262591,90.10938,-11.25927933,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.977325852
Yb_0.5,2.91,2.4,1469,8.59,1.74,1,1.1979,603.4,7.6,60,65,62.802,12.88,5.4348,41.81288371,1097,-0.677,3.59,159,-674.5,-0.34,-171,1.134262591,90.10938,-11.25927933,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.954513162
Yb_1,2.91,2.4,1469,8.59,1.74,1,1.1979,603.4,7.6,60,65,62.802,12.88,5.4348,41.81288371,1097,-0.677,3.59,159,-674.5,-0.34,-171,1.134262591,90.10938,-11.25927933,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.941256639
Yb_5,2.91,2.4,1469,8.59,1.74,1,1.1979,603.4,7.6,60,65,62.802,12.88,5.4348,41.81288371,1097,-0.677,3.59,159,-674.5,-0.34,-171,1.134262591,90.10938,-11.25927933,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0.936828132
Yb_10,2.91,2.4,1469,8.59,1.74,1,1.1979,603.4,7.6,60,65,62.802,12.88,5.4348,41.81288371,1097,-0.677,3.59,159,-674.5,-0.34,-171,1.134262591,90.10938,-11.25927933,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0.894358608
Yb_50,2.91,2.4,1469,8.59,1.74,1,1.1979,603.4,7.6,60,65,62.802,12.88,5.4348,41.81288371,1097,-0.677,3.59,159,-674.5,-0.34,-171,1.134262591,90.10938,-11.25927933,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0.714357287
Yb_100,2.91,2.4,1469,8.59,1.74,1,1.1979,603.4,7.6,60,65,62.802,12.88,5.4348,41.81288371,1097,-0.677,3.59,159,-674.5,-0.34,-171,1.134262591,90.10938,-11.25927933,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0.684124552
Yb_500,2.91,2.4,1469,8.59,1.74,1,1.1979,603.4,7.6,60,65,62.802,12.88,5.4348,41.81288371,1097,-0.677,3.59,159,-674.5,-0.34,-171,1.134262591,90.10938,-11.25927933,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0.724029442
Yb_1000,2.91,2.4,1469,8.59,1.74,1,1.1979,603.4,7.6,60,65,62.802,12.88,5.4348,41.81288371,1097,-0.677,3.59,159,-674.5,-0.34,-171,1.134262591,90.10938,-11.25927933,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0.164634451
"1,1_Ce_Dy_0.1",2.645,2.595,3278,9.57,1.62,1.15,1.481534,550,9.94,114.5,120,70.135,10.235,6.0699,52.33909862,1378.5,-0.185,4.085,125,-698,-0.31,-123.5,1.852166296,134.73355,-17.155965,0,0.05,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,1.01292818
"1,1_Ce_Dy_1",2.645,2.595,3278,9.57,1.62,1.15,1.481534,550,9.94,114.5,120,70.135,10.235,6.0699,52.33909862,1378.5,-0.185,4.085,125,-698,-0.31,-123.5,1.852166296,134.73355,-17.155965,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,1.02846692
"1,1_Ce_Dy_10",2.645,2.595,3278,9.57,1.62,1.15,1.481534,550,9.94,114.5,120,70.135,10.235,6.0699,52.33909862,1378.5,-0.185,4.085,125,-698,-0.31,-123.5,1.852166296,134.73355,-17.155965,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0.98666956
"1,1_Ce_Dy_100",2.645,2.595,3278,9.57,1.62,1.15,1.481534,550,9.94,114.5,120,70.135,10.235,6.0699,52.33909862,1378.5,-0.185,4.085,125,-698,-0.31,-123.5,1.852166296,134.73355,-17.155965,0,50,0,0,0,0,0,0,50,0,0,0,0,0,0,0,1.01094594
"1,1_Ce_Dy_500",2.645,2.595,3278,9.57,1.62,1.15,1.481534,550,9.94,114.5,120,70.135,10.235,6.0699,52.33909862,1378.5,-0.185,4.085,125,-698,-0.31,-123.5,1.852166296,134.73355,-17.155965,0,250,0,0,0,0,0,0,250,0,0,0,0,0,0,0,1.00546881
"1,1_Ce_Dy_1000",2.645,2.595,3278,9.57,1.62,1.15,1.481534,550,9.94,114.5,120,70.135,10.235,6.0699,52.33909862,1378.5,-0.185,4.085,125,-698,-0.31,-123.5,1.852166296,134.73355,-17.155965,0,500,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0.80180953
"1,1_Ce_Er_0.1",2.675,2.575,3428.5,9.64,1.61,1.125,1.483808,558.2,11.39,114.5,120,69.33765,10.075,6.2502,52.19458181,1437,0.32,4.065,106,-704.25,-0.525,-129,1.776106819,127.85145,-14.585446,0,0.05,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,1.07058726
"1,1_Ce_Er_1",2.675,2.575,3428.5,9.64,1.61,1.125,1.483808,558.2,11.39,114.5,120,69.33765,10.075,6.2502,52.19458181,1437,0.32,4.065,106,-704.25,-0.525,-129,1.776106819,127.85145,-14.585446,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1.027544
"1,1_Ce_Er_10",2.675,2.575,3428.5,9.64,1.61,1.125,1.483808,558.2,11.39,114.5,120,69.33765,10.075,6.2502,52.19458181,1437,0.32,4.065,106,-704.25,-0.525,-129,1.776106819,127.85145,-14.585446,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1.08129475
"1,1_Ce_Er_100",2.675,2.575,3428.5,9.64,1.61,1.125,1.483808,558.2,11.39,114.5,120,69.33765,10.075,6.2502,52.19458181,1437,0.32,4.065,106,-704.25,-0.525,-129,1.776106819,127.85145,-14.585446,0,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,1.04699404
"1,1_Ce_Er_500",2.675,2.575,3428.5,9.64,1.61,1.125,1.483808,558.2,11.39,114.5,120,69.33765,10.075,6.2502,52.19458181,1437,0.32,4.065,106,-704.25,-0.525,-129,1.776106819,127.85145,-14.585446,0,250,0,0,0,0,0,0,0,0,250,0,0,0,0,0,1.07476352
"1,1_Ce_Er_1000",2.675,2.575,3428.5,9.64,1.61,1.125,1.483808,558.2,11.39,114.5,120,69.33765,10.075,6.2502,52.19458181,1437,0.32,4.065,106,-704.25,-0.525,-129,1.776106819,127.85145,-14.585446,0,500,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0.76790016
"1,1_Ce_Eu_0.1",2.595,2.63,2714.5,9.455,1.75,1.165,1.485408,537.45,8.04,86.5,91.5,68.3328,11.51,5.4076,40.29954635,1083.5,0.8405,4.22,202.5,-653,-0.385,-123.5,2.40095232,155.15375,-16.17353,0,0.05,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0.97980846
"1,1_Ce_Eu_1",2.595,2.63,2714.5,9.455,1.75,1.165,1.485408,537.45,8.04,86.5,91.5,68.3328,11.51,5.4076,40.29954635,1083.5,0.8405,4.22,202.5,-653,-0.385,-123.5,2.40095232,155.15375,-16.17353,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.96451378
"1,1_Ce_Eu_10",2.595,2.63,2714.5,9.455,1.75,1.165,1.485408,537.45,8.04,86.5,91.5,68.3328,11.51,5.4076,40.29954635,1083.5,0.8405,4.22,202.5,-653,-0.385,-123.5,2.40095232,155.15375,-16.17353,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0.96071676
"1,1_Ce_Eu_100",2.595,2.63,2714.5,9.455,1.75,1.165,1.485408,537.45,8.04,86.5,91.5,68.3328,11.51,5.4076,40.29954635,1083.5,0.8405,4.22,202.5,-653,-0.385,-123.5,2.40095232,155.15375,-16.17353,0,50,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0.9509317
"1,1_Ce_Eu_500",2.595,2.63,2714.5,9.455,1.75,1.165,1.485408,537.45,8.04,86.5,91.5,68.3328,11.51,5.4076,40.29954635,1083.5,0.8405,4.22,202.5,-653,-0.385,-123.5,2.40095232,155.15375,-16.17353,0,250,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0.8142763
"1,1_Ce_Eu_1000",2.595,2.63,2714.5,9.455,1.75,1.165,1.485408,537.45,8.04,86.5,91.5,68.3328,11.51,5.4076,40.29954635,1083.5,0.8405,4.22,202.5,-653,-0.385,-123.5,2.40095232,155.15375,-16.17353,0,500,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0.57725776
"1,1_Ce_Gd_0.1",2.61,2.62,3631,9.51,1.63,1.16,1.471008,560.1,10.54,114.5,120,65.7579,8.94,6.852,53.02512144,1329,-0.09,4.205,169.5,-699.1,-0.525,-131.5,3.299369655,147.11805,-15.759785,0,0.05,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0.97123006
"1,1_Ce_Gd_1",2.61,2.62,3631,9.51,1.63,1.16,1.471008,560.1,10.54,114.5,120,65.7579,8.94,6.852,53.02512144,1329,-0.09,4.205,169.5,-699.1,-0.525,-131.5,3.299369655,147.11805,-15.759785,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.93184496
"1,1_Ce_Gd_10",2.61,2.62,3631,9.51,1.63,1.16,1.471008,560.1,10.54,114.5,120,65.7579,8.94,6.852,53.02512144,1329,-0.09,4.205,169.5,-699.1,-0.525,-131.5,3.299369655,147.11805,-15.759785,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0.96202902
"1,1_Ce_Gd_100",2.61,2.62,3631,9.51,1.63,1.16,1.471008,560.1,10.54,114.5,120,65.7579,8.94,6.852,53.02512144,1329,-0.09,4.205,169.5,-699.1,-0.525,-131.5,3.299369655,147.11805,-15.759785,0,50,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0.93687608
"1,1_Ce_Gd_500",2.61,2.62,3631,9.51,1.63,1.16,1.471008,560.1,10.54,114.5,120,65.7579,8.94,6.852,53.02512144,1329,-0.09,4.205,169.5,-699.1,-0.525,-131.5,3.299369655,147.11805,-15.759785,0,250,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0.9288595
"1,1_Ce_Gd_1000",2.61,2.62,3631,9.51,1.63,1.16,1.471008,560.1,10.54,114.5,120,65.7579,8.94,6.852,53.02512144,1329,-0.09,4.205,169.5,-699.1,-0.525,-131.5,3.299369655,147.11805,-15.759785,0,500,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0.76837338
"1,1_Ce_Ho_0.1",2.66,2.585,3344.5,9.62,1.615,1.135,1.486587,554.3,9.94,114.5,120,69.9447,10.19,6.13935,52.0197033,1408.5,1.735,4.075,95.5,-703.7,-0.43,-120,1.68789822,120.255125,-14.53811967,0,0.05,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,1.05744052
"1,1_Ce_Ho_1",2.66,2.585,3344.5,9.62,1.615,1.135,1.486587,554.3,9.94,114.5,120,69.9447,10.19,6.13935,52.0197033,1408.5,1.735,4.075,95.5,-703.7,-0.43,-120,1.68789822,120.255125,-14.53811967,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,1.01696396
"1,1_Ce_Ho_10",2.66,2.585,3344.5,9.62,1.615,1.135,1.486587,554.3,9.94,114.5,120,69.9447,10.19,6.13935,52.0197033,1408.5,1.735,4.075,95.5,-703.7,-0.43,-120,1.68789822,120.255125,-14.53811967,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1.01755106
"1,1_Ce_Ho_100",2.66,2.585,3344.5,9.62,1.615,1.135,1.486587,554.3,9.94,114.5,120,69.9447,10.19,6.13935,52.0197033,1408.5,1.735,4.075,95.5,-703.7,-0.43,-120,1.68789822,120.255125,-14.53811967,0,50,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0.98343282
"1,1_Ce_Ho_500",2.66,2.585,3344.5,9.62,1.615,1.135,1.486587,554.3,9.94,114.5,120,69.9447,10.19,6.13935,52.0197033,1408.5,1.735,4.075,95.5,-703.7,-0.43,-120,1.68789822,120.255125,-14.53811967,0,250,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0.96785584
"1,1_Ce_Ho_1000",2.66,2.585,3344.5,9.62,1.615,1.135,1.486587,554.3,9.94,114.5,120,69.9447,10.19,6.13935,52.0197033,1408.5,1.735,4.075,95.5,-703.7,-0.43,-120,1.68789822,120.255125,-14.53811967,0,500,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0.86868943
"1,1_Ce_Lu_0.1",2.725,2.475,3695.5,9.8,1.605,1.11,1.505329,525.65,9.79,116,122.5,57.34245,8.195,8.1404,51.48843825,1504,1.53,3.935,107.5,-702.55,-0.42,-153.5,1.794114873,116.444695,-13.20954083,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,1.02337809
"1,1_Ce_Lu_1",2.725,2.475,3695.5,9.8,1.605,1.11,1.505329,525.65,9.79,116,122.5,57.34245,8.195,8.1404,51.48843825,1504,1.53,3.935,107.5,-702.55,-0.42,-153.5,1.794114873,116.444695,-13.20954083,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.95833011
"1,1_Ce_Lu_10",2.725,2.475,3695.5,9.8,1.605,1.11,1.505329,525.65,9.79,116,122.5,57.34245,8.195,8.1404,51.48843825,1504,1.53,3.935,107.5,-702.55,-0.42,-153.5,1.794114873,116.444695,-13.20954083,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.92742294
"1,1_Ce_Lu_100",2.725,2.475,3695.5,9.8,1.605,1.11,1.505329,525.65,9.79,116,122.5,57.34245,8.195,8.1404,51.48843825,1504,1.53,3.935,107.5,-702.55,-0.42,-153.5,1.794114873,116.444695,-13.20954083,0,50,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0.86425525
"1,1_Ce_Lu_500",2.725,2.475,3695.5,9.8,1.605,1.11,1.505329,525.65,9.79,116,122.5,57.34245,8.195,8.1404,51.48843825,1504,1.53,3.935,107.5,-702.55,-0.42,-153.5,1.794114873,116.444695,-13.20954083,0,250,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0.85866177
"1,1_Ce_Lu_1000",2.725,2.475,3695.5,9.8,1.605,1.11,1.505329,525.65,9.79,116,122.5,57.34245,8.195,8.1404,51.48843825,1504,1.53,3.935,107.5,-702.55,-0.42,-153.5,1.794114873,116.444695,-13.20954083,0,500,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0.72454213
"1,1_Ce_Nd_0.1",2.545,2.67,3531.5,10.055,1.645,1.2,1.436286,528.75,6.34,114.5,120,68.495,10.41,5.7182,55.50497397,1180.5,-0.545,4.245,125,-698.1,-0.495,-127.5,2.006863559,143.49575,-15.833965,0,0.05,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,1.01436123
"1,1_Ce_Nd_1",2.545,2.67,3531.5,10.055,1.645,1.2,1.436286,528.75,6.34,114.5,120,68.495,10.41,5.7182,55.50497397,1180.5,-0.545,4.245,125,-698.1,-0.495,-127.5,2.006863559,143.49575,-15.833965,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.93063846
