Sample,f0.5,AR,TB,Z*,rcov,rcore,X2r,IE1,ΔHmelt,ΔHsuf,ΔHv,Ssolid,ΔIP,AN/ΔIP,Z/r2,TM,μN,PP-R,SLN,Hf,Δε1,Sf(OH2+),Dr100,Size500,Zeta500,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Sc,Y,value
"1,1_Nd_Lu_1",2.76,2.445,3511,9.055,1.6,1.08,1.511599,526.6,10.55,116.5,122.5,60.34745,9.265,7.6487,51.24621235,1612.5,0.825,3.68,99.5,-700.25,-0.425,-177,1.696836064,111.119545,-11.44902583,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0.98974197
"1,1_Nd_Lu_10",2.76,2.445,3511,9.055,1.6,1.08,1.511599,526.6,10.55,116.5,122.5,60.34745,9.265,7.6487,51.24621235,1612.5,0.825,3.68,99.5,-700.25,-0.425,-177,1.696836064,111.119545,-11.44902583,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0.96655169
"1,1_Nd_Lu_100",2.76,2.445,3511,9.055,1.6,1.08,1.511599,526.6,10.55,116.5,122.5,60.34745,9.265,7.6487,51.24621235,1612.5,0.825,3.68,99.5,-700.25,-0.425,-177,1.696836064,111.119545,-11.44902583,0,0,0,50,0,0,0,0,0,0,0,0,0,50,0,0,0.82818438
"1,1_Nd_Lu_500",2.76,2.445,3511,9.055,1.6,1.08,1.511599,526.6,10.55,116.5,122.5,60.34745,9.265,7.6487,51.24621235,1612.5,0.825,3.68,99.5,-700.25,-0.425,-177,1.696836064,111.119545,-11.44902583,0,0,0,250,0,0,0,0,0,0,0,0,0,250,0,0,0.76706274
"1,1_Nd_Lu_1000",2.76,2.445,3511,9.055,1.6,1.08,1.511599,526.6,10.55,116.5,122.5,60.34745,9.265,7.6487,51.24621235,1612.5,0.825,3.68,99.5,-700.25,-0.425,-177,1.696836064,111.119545,-11.44902583,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0.84223821
"1,1_Nd_Sm_0.1",2.615,2.615,2574.5,8.66,1.63,1.14,1.460484,536.45,9,114.5,120,69.83055,11.905,5.12745,53.7099515,1192,-0.965,4.065,310,-693.45,-0.46,-147.5,2.047738075,140.52485,-13.81837334,0,0,0,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,1.00564822
"1,1_Nd_Sm_1",2.615,2.615,2574.5,8.66,1.63,1.14,1.460484,536.45,9,114.5,120,69.83055,11.905,5.12745,53.7099515,1192,-0.965,4.065,310,-693.45,-0.46,-147.5,2.047738075,140.52485,-13.81837334,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0.98513116
"1,1_Nd_Sm_10",2.615,2.615,2574.5,8.66,1.63,1.14,1.460484,536.45,9,114.5,120,69.83055,11.905,5.12745,53.7099515,1192,-0.965,4.065,310,-693.45,-0.46,-147.5,2.047738075,140.52485,-13.81837334,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0.95738639
"1,1_Nd_Sm_100",2.615,2.615,2574.5,8.66,1.63,1.14,1.460484,536.45,9,114.5,120,69.83055,11.905,5.12745,53.7099515,1192,-0.965,4.065,310,-693.45,-0.46,-147.5,2.047738075,140.52485,-13.81837334,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0.92409093
"1,1_Nd_Sm_500",2.615,2.615,2574.5,8.66,1.63,1.14,1.460484,536.45,9,114.5,120,69.83055,11.905,5.12745,53.7099515,1192,-0.965,4.065,310,-693.45,-0.46,-147.5,2.047738075,140.52485,-13.81837334,0,0,0,250,250,0,0,0,0,0,0,0,0,0,0,0,0.92182817
"1,1_Nd_Sm_1000",2.615,2.615,2574.5,8.66,1.63,1.14,1.460484,536.45,9,114.5,120,69.83055,11.905,5.12745,53.7099515,1192,-0.965,4.065,310,-693.45,-0.46,-147.5,2.047738075,140.52485,-13.81837334,0,0,0,500,500,0,0,0,0,0,0,0,0,0,0,0,0.86131083
"1,1_Nd_Tb_0.1",2.66,2.575,3425,8.805,1.615,1.125,1.599434,547.05,5100.05,115,120,71.87,10.935,5.74125,46.27217234,1460.5,0.135,3.94,123,-696.9,-0.535,-141,1.920568385,142.45045,-15.134215,0,0,0,0.05,0,0,0,0.05,0,0,0,0,0,0,0,0,1.01288023
"1,1_Nd_Tb_1",2.66,2.575,3425,8.805,1.615,1.125,1.599434,547.05,5100.05,115,120,71.87,10.935,5.74125,46.27217234,1460.5,0.135,3.94,123,-696.9,-0.535,-141,1.920568385,142.45045,-15.134215,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,1.01406518
"1,1_Nd_Tb_10",2.66,2.575,3425,8.805,1.615,1.125,1.599434,547.05,5100.05,115,120,71.87,10.935,5.74125,46.27217234,1460.5,0.135,3.94,123,-696.9,-0.535,-141,1.920568385,142.45045,-15.134215,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0.99940922
"1,1_Nd_Tb_100",2.66,2.575,3425,8.805,1.615,1.125,1.599434,547.05,5100.05,115,120,71.87,10.935,5.74125,46.27217234,1460.5,0.135,3.94,123,-696.9,-0.535,-141,1.920568385,142.45045,-15.134215,0,0,0,50,0,0,0,50,0,0,0,0,0,0,0,0,0.93246824
"1,1_Nd_Tb_500",2.66,2.575,3425,8.805,1.615,1.125,1.599434,547.05,5100.05,115,120,71.87,10.935,5.74125,46.27217234,1460.5,0.135,3.94,123,-696.9,-0.535,-141,1.920568385,142.45045,-15.134215,0,0,0,250,0,0,0,250,0,0,0,0,0,0,0,0,0.91637864
"1,1_Nd_Tb_1000",2.66,2.575,3425,8.805,1.615,1.125,1.599434,547.05,5100.05,115,120,71.87,10.935,5.74125,46.27217234,1460.5,0.135,3.94,123,-696.9,-0.535,-141,1.920568385,142.45045,-15.134215,0,0,0,500,0,0,0,500,0,0,0,0,0,0,0,0,0.82359842
"1,1_Nd_Tm_0.1",2.725,2.53,2785,8.945,1.6,1.09,1.5728405,563,11.95,114.5,155.5,71.4634,11.53,5.5925,47.28224518,1553.5,-0.725,3.795,140,-700.5,-0.515,-147,1.635078753,117.96626,-11.436609,0,0,0,0.05,0,0,0,0,0,0,0,0.05,0,0,0,0,1.03507199
"1,1_Nd_Tm_1",2.725,2.53,2785,8.945,1.6,1.09,1.5728405,563,11.95,114.5,155.5,71.4634,11.53,5.5925,47.28224518,1553.5,-0.725,3.795,140,-700.5,-0.515,-147,1.635078753,117.96626,-11.436609,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,1.0478351
"1,1_Nd_Tm_10",2.725,2.53,2785,8.945,1.6,1.09,1.5728405,563,11.95,114.5,155.5,71.4634,11.53,5.5925,47.28224518,1553.5,-0.725,3.795,140,-700.5,-0.515,-147,1.635078753,117.96626,-11.436609,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,1.03360876
"1,1_Nd_Tm_100",2.725,2.53,2785,8.945,1.6,1.09,1.5728405,563,11.95,114.5,155.5,71.4634,11.53,5.5925,47.28224518,1553.5,-0.725,3.795,140,-700.5,-0.515,-147,1.635078753,117.96626,-11.436609,0,0,0,50,0,0,0,0,0,0,0,50,0,0,0,0,0.9653953
"1,1_Nd_Tm_500",2.725,2.53,2785,8.945,1.6,1.09,1.5728405,563,11.95,114.5,155.5,71.4634,11.53,5.5925,47.28224518,1553.5,-0.725,3.795,140,-700.5,-0.515,-147,1.635078753,117.96626,-11.436609,0,0,0,250,0,0,0,0,0,0,0,250,0,0,0,0,0.93596148
"1,1_Nd_Tm_1000",2.725,2.53,2785,8.945,1.6,1.09,1.5728405,563,11.95,114.5,155.5,71.4634,11.53,5.5925,47.28224518,1553.5,-0.725,3.795,140,-700.5,-0.515,-147,1.635078753,117.96626,-11.436609,0,0,0,500,0,0,0,0,0,0,0,500,0,0,0,0,0.7758063
"1,1_Nd_Yb_0.1",2.745,2.52,2408,8.95,1.69,1.085,1.320228,566.55,7.35,87.5,92.5,67.151,12.18,5.33065,48.53781589,1193,-0.9635,3.79,138,-685.15,-0.42,-161,1.521923671,114.13999,-12.66636467,0,0,0,0.05,0,0,0,0,0,0,0,0,0.05,0,0,0,1.02953657
"1,1_Nd_Yb_1",2.745,2.52,2408,8.95,1.69,1.085,1.320228,566.55,7.35,87.5,92.5,67.151,12.18,5.33065,48.53781589,1193,-0.9635,3.79,138,-685.15,-0.42,-161,1.521923671,114.13999,-12.66636467,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,1.01984674
"1,1_Nd_Yb_10",2.745,2.52,2408,8.95,1.69,1.085,1.320228,566.55,7.35,87.5,92.5,67.151,12.18,5.33065,48.53781589,1193,-0.9635,3.79,138,-685.15,-0.42,-161,1.521923671,114.13999,-12.66636467,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,1.01332718
"1,1_Nd_Yb_100",2.745,2.52,2408,8.95,1.69,1.085,1.320228,566.55,7.35,87.5,92.5,67.151,12.18,5.33065,48.53781589,1193,-0.9635,3.79,138,-685.15,-0.42,-161,1.521923671,114.13999,-12.66636467,0,0,0,50,0,0,0,0,0,0,0,0,50,0,0,0,0.90312449
"1,1_Nd_Yb_500",2.745,2.52,2408,8.95,1.69,1.085,1.320228,566.55,7.35,87.5,92.5,67.151,12.18,5.33065,48.53781589,1193,-0.9635,3.79,138,-685.15,-0.42,-161,1.521923671,114.13999,-12.66636467,0,0,0,250,0,0,0,0,0,0,0,0,250,0,0,0,0.8925222
"1,1_Nd_Yb_1000",2.745,2.52,2408,8.95,1.69,1.085,1.320228,566.55,7.35,87.5,92.5,67.151,12.18,5.33065,48.53781589,1193,-0.9635,3.79,138,-685.15,-0.42,-161,1.521923671,114.13999,-12.66636467,0,0,0,500,0,0,0,0,0,0,0,0,500,0,0,0,0.86335181
"1,1_Pr_Dy_0.1",2.665,2.58,3316.5,8.045,1.62,1.135,1.4879745,547.6,12.8,115,120,73.91985,11.1,5.6298,52.08381402,1444.5,1.695,4.075,180.5,-700.9,-0.335,-128.5,3.0169561,121.9069,-15.98313334,0,0,0.05,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0.97052913
"1,1_Pr_Dy_1",2.665,2.58,3316.5,8.045,1.62,1.135,1.4879745,547.6,12.8,115,120,73.91985,11.1,5.6298,52.08381402,1444.5,1.695,4.075,180.5,-700.9,-0.335,-128.5,3.0169561,121.9069,-15.98313334,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.95884199
"1,1_Pr_Dy_10",2.665,2.58,3316.5,8.045,1.62,1.135,1.4879745,547.6,12.8,115,120,73.91985,11.1,5.6298,52.08381402,1444.5,1.695,4.075,180.5,-700.9,-0.335,-128.5,3.0169561,121.9069,-15.98313334,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0.93169423
"1,1_Pr_Dy_100",2.665,2.58,3316.5,8.045,1.62,1.135,1.4879745,547.6,12.8,115,120,73.91985,11.1,5.6298,52.08381402,1444.5,1.695,4.075,180.5,-700.9,-0.335,-128.5,3.0169561,121.9069,-15.98313334,0,0,50,0,0,0,0,0,50,0,0,0,0,0,0,0,0.89276687
"1,1_Pr_Dy_500",2.665,2.58,3316.5,8.045,1.62,1.135,1.4879745,547.6,12.8,115,120,73.91985,11.1,5.6298,52.08381402,1444.5,1.695,4.075,180.5,-700.9,-0.335,-128.5,3.0169561,121.9069,-15.98313334,0,0,250,0,0,0,0,0,250,0,0,0,0,0,0,0,0.85907981
"1,1_Pr_Dy_1000",2.665,2.58,3316.5,8.045,1.62,1.135,1.4879745,547.6,12.8,115,120,73.91985,11.1,5.6298,52.08381402,1444.5,1.695,4.075,180.5,-700.9,-0.335,-128.5,3.0169561,121.9069,-15.98313334,0,0,500,0,0,0,0,0,500,0,0,0,0,0,0,0,0.58255828
"1,1_Pr_Er_0.1",2.695,2.56,3467,8.115,1.61,1.11,1.4902485,555.8,14.25,115,120,73.1225,10.94,5.8101,51.9392972,1503,2.2,4.055,161.5,-707.15,-0.55,-134,2.940896623,115.0248,-13.41261434,0,0,0.05,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.9842277
"1,1_Pr_Er_1",2.695,2.56,3467,8.115,1.61,1.11,1.4902485,555.8,14.25,115,120,73.1225,10.94,5.8101,51.9392972,1503,2.2,4.055,161.5,-707.15,-0.55,-134,2.940896623,115.0248,-13.41261434,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.99231151
"1,1_Pr_Er_10",2.695,2.56,3467,8.115,1.61,1.11,1.4902485,555.8,14.25,115,120,73.1225,10.94,5.8101,51.9392972,1503,2.2,4.055,161.5,-707.15,-0.55,-134,2.940896623,115.0248,-13.41261434,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0.97570439
"1,1_Pr_Er_100",2.695,2.56,3467,8.115,1.61,1.11,1.4902485,555.8,14.25,115,120,73.1225,10.94,5.8101,51.9392972,1503,2.2,4.055,161.5,-707.15,-0.55,-134,2.940896623,115.0248,-13.41261434,0,0,50,0,0,0,0,0,0,0,50,0,0,0,0,0,0.96622136
"1,1_Pr_Er_500",2.695,2.56,3467,8.115,1.61,1.11,1.4902485,555.8,14.25,115,120,73.1225,10.94,5.8101,51.9392972,1503,2.2,4.055,161.5,-707.15,-0.55,-134,2.940896623,115.0248,-13.41261434,0,0,250,0,0,0,0,0,0,0,250,0,0,0,0,0,0.9626856
"1,1_Pr_Er_1000",2.695,2.56,3467,8.115,1.61,1.11,1.4902485,555.8,14.25,115,120,73.1225,10.94,5.8101,51.9392972,1503,2.2,4.055,161.5,-707.15,-0.55,-134,2.940896623,115.0248,-13.41261434,0,0,500,0,0,0,0,0,0,0,500,0,0,0,0,0,0.7222248
"1,1_Pr_Eu_0.1",2.615,2.615,2753,7.93,1.75,1.15,1.4918485,535.05,10.9,87,91.5,72.11765,12.375,4.9675,40.04426174,1149.5,2.7205,4.21,258,-655.9,-0.41,-128.5,3.565742124,142.3271,-15.00069834,0,0,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,1.01125856
"1,1_Pr_Eu_1",2.615,2.615,2753,7.93,1.75,1.15,1.4918485,535.05,10.9,87,91.5,72.11765,12.375,4.9675,40.04426174,1149.5,2.7205,4.21,258,-655.9,-0.41,-128.5,3.565742124,142.3271,-15.00069834,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1.01505056
"1,1_Pr_Eu_10",2.615,2.615,2753,7.93,1.75,1.15,1.4918485,535.05,10.9,87,91.5,72.11765,12.375,4.9675,40.04426174,1149.5,2.7205,4.21,258,-655.9,-0.41,-128.5,3.565742124,142.3271,-15.00069834,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,1.00342047
"1,1_Pr_Eu_100",2.615,2.615,2753,7.93,1.75,1.15,1.4918485,535.05,10.9,87,91.5,72.11765,12.375,4.9675,40.04426174,1149.5,2.7205,4.21,258,-655.9,-0.41,-128.5,3.565742124,142.3271,-15.00069834,0,0,50,0,0,50,0,0,0,0,0,0,0,0,0,0,1.00160517
"1,1_Pr_Eu_500",2.615,2.615,2753,7.93,1.75,1.15,1.4918485,535.05,10.9,87,91.5,72.11765,12.375,4.9675,40.04426174,1149.5,2.7205,4.21,258,-655.9,-0.41,-128.5,3.565742124,142.3271,-15.00069834,0,0,250,0,0,250,0,0,0,0,0,0,0,0,0,0,0.96336713
"1,1_Pr_Eu_1000",2.615,2.615,2753,7.93,1.75,1.15,1.4918485,535.05,10.9,87,91.5,72.11765,12.375,4.9675,40.04426174,1149.5,2.7205,4.21,258,-655.9,-0.41,-128.5,3.565742124,142.3271,-15.00069834,0,0,500,0,0,500,0,0,0,0,0,0,0,0,0,0,0.84635273
"1,1_Pr_Gd_0.1",2.63,2.605,3669.5,7.985,1.63,1.145,1.4774485,557.7,13.4,115,120,69.54275,9.805,6.4119,52.76983684,1395,1.79,4.195,225,-702,-0.55,-136.5,4.464159459,134.2914,-14.58695334,0,0,0.05,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0.98018447
"1,1_Pr_Gd_1",2.63,2.605,3669.5,7.985,1.63,1.145,1.4774485,557.7,13.4,115,120,69.54275,9.805,6.4119,52.76983684,1395,1.79,4.195,225,-702,-0.55,-136.5,4.464159459,134.2914,-14.58695334,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,1.04689638
"1,1_Pr_Gd_10",2.63,2.605,3669.5,7.985,1.63,1.145,1.4774485,557.7,13.4,115,120,69.54275,9.805,6.4119,52.76983684,1395,1.79,4.195,225,-702,-0.55,-136.5,4.464159459,134.2914,-14.58695334,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,1.02044658
"1,1_Pr_Gd_100",2.63,2.605,3669.5,7.985,1.63,1.145,1.4774485,557.7,13.4,115,120,69.54275,9.805,6.4119,52.76983684,1395,1.79,4.195,225,-702,-0.55,-136.5,4.464159459,134.2914,-14.58695334,0,0,50,0,0,0,50,0,0,0,0,0,0,0,0,0,0.99388788
"1,1_Pr_Gd_500",2.63,2.605,3669.5,7.985,1.63,1.145,1.4774485,557.7,13.4,115,120,69.54275,9.805,6.4119,52.76983684,1395,1.79,4.195,225,-702,-0.55,-136.5,4.464159459,134.2914,-14.58695334,0,0,250,0,0,0,250,0,0,0,0,0,0,0,0,0,0.97556666
"1,1_Pr_Gd_1000",2.63,2.605,3669.5,7.985,1.63,1.145,1.4774485,557.7,13.4,115,120,69.54275,9.805,6.4119,52.76983684,1395,1.79,4.195,225,-702,-0.55,-136.5,4.464159459,134.2914,-14.58695334,0,0,500,0,0,0,500,0,0,0,0,0,0,0,0,0,0.91678789
"1,1_Pr_Ho_0.1",2.68,2.57,3383,8.095,1.615,1.12,1.4930275,551.9,12.8,115,120,73.72955,11.055,5.69925,51.76441869,1474.5,3.615,4.065,151,-706.6,-0.455,-125,2.852688024,107.428475,-13.365288,0,0,0.05,0,0,0,0,0,0,0.05,0,0,0,0,0,0,1.04301963
"1,1_Pr_Ho_1",2.68,2.57,3383,8.095,1.615,1.12,1.4930275,551.9,12.8,115,120,73.72955,11.055,5.69925,51.76441869,1474.5,3.615,4.065,151,-706.6,-0.455,-125,2.852688024,107.428475,-13.365288,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,1.04992396
"1,1_Pr_Ho_10",2.68,2.57,3383,8.095,1.615,1.12,1.4930275,551.9,12.8,115,120,73.72955,11.055,5.69925,51.76441869,1474.5,3.615,4.065,151,-706.6,-0.455,-125,2.852688024,107.428475,-13.365288,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,1.02156146
"1,1_Pr_Ho_100",2.68,2.57,3383,8.095,1.615,1.12,1.4930275,551.9,12.8,115,120,73.72955,11.055,5.69925,51.76441869,1474.5,3.615,4.065,151,-706.6,-0.455,-125,2.852688024,107.428475,-13.365288,0,0,50,0,0,0,0,0,0,50,0,0,0,0,0,0,0.99132016
"1,1_Pr_Ho_500",2.68,2.57,3383,8.095,1.615,1.12,1.4930275,551.9,12.8,115,120,73.72955,11.055,5.69925,51.76441869,1474.5,3.615,4.065,151,-706.6,-0.455,-125,2.852688024,107.428475,-13.365288,0,0,250,0,0,0,0,0,0,250,0,0,0,0,0,0,0.9884047
"1,1_Pr_Ho_1000",2.68,2.57,3383,8.095,1.615,1.12,1.4930275,551.9,12.8,115,120,73.72955,11.055,5.69925,51.76441869,1474.5,3.615,4.065,151,-706.6,-0.455,-125,2.852688024,107.428475,-13.365288,0,0,500,0,0,0,0,0,0,500,0,0,0,0,0,0,0.94490413
"1,1_Pr_Lu_0.1",2.745,2.46,3734,8.275,1.605,1.095,1.5117695,523.25,12.65,116.5,122.5,61.1273,9.06,7.7003,51.23315364,1570,3.41,3.925,163,-705.45,-0.445,-158.5,2.958904677,103.618045,-12.03670917,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0.05,0,0,1.00273553
"1,1_Pr_Lu_1",2.745,2.46,3734,8.275,1.605,1.095,1.5117695,523.25,12.65,116.5,122.5,61.1273,9.06,7.7003,51.23315364,1570,3.41,3.925,163,-705.45,-0.445,-158.5,2.958904677,103.618045,-12.03670917,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1.01415382
"1,1_Pr_Lu_10",2.745,2.46,3734,8.275,1.605,1.095,1.5117695,523.25,12.65,116.5,122.5,61.1273,9.06,7.7003,51.23315364,1570,3.41,3.925,163,-705.45,-0.445,-158.5,2.958904677,103.618045,-12.03670917,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0.98964884
"1,1_Pr_Lu_100",2.745,2.46,3734,8.275,1.605,1.095,1.5117695,523.25,12.65,116.5,122.5,61.1273,9.06,7.7003,51.23315364,1570,3.41,3.925,163,-705.45,-0.445,-158.5,2.958904677,103.618045,-12.03670917,0,0,50,0,0,0,0,0,0,0,0,0,0,50,0,0,0.81950133
"1,1_Pr_Lu_500",2.745,2.46,3734,8.275,1.605,1.095,1.5117695,523.25,12.65,116.5,122.5,61.1273,9.06,7.7003,51.23315364,1570,3.41,3.925,163,-705.45,-0.445,-158.5,2.958904677,103.618045,-12.03670917,0,0,250,0,0,0,0,0,0,0,0,0,0,250,0,0,0.76920022
"1,1_Pr_Lu_1000",2.745,2.46,3734,8.275,1.605,1.095,1.5117695,523.25,12.65,116.5,122.5,61.1273,9.06,7.7003,51.23315364,1570,3.41,3.925,163,-705.45,-0.445,-158.5,2.958904677,103.618045,-12.03670917,0,0,500,0,0,0,0,0,0,0,0,0,0,500,0,0,0.88131212
"1,1_Pr_Nd_0.1",2.565,2.655,3570,8.53,1.645,1.185,1.4427265,526.35,9.2,115,120,72.27985,11.275,5.2781,55.24968936,1246.5,1.335,4.235,180.5,-701,-0.52,-132.5,3.171653363,130.6691,-14.66113333,0,0,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,1.01144313
"1,1_Pr_Nd_1",2.565,2.655,3570,8.53,1.645,1.185,1.4427265,526.35,9.2,115,120,72.27985,11.275,5.2781,55.24968936,1246.5,1.335,4.235,180.5,-701,-0.52,-132.5,3.171653363,130.6691,-14.66113333,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.00700402
"1,1_Pr_Nd_10",2.565,2.655,3570,8.53,1.645,1.185,1.4427265,526.35,9.2,115,120,72.27985,11.275,5.2781,55.24968936,1246.5,1.335,4.235,180.5,-701,-0.52,-132.5,3.171653363,130.6691,-14.66113333,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1.00834595
"1,1_Pr_Nd_100",2.565,2.655,3570,8.53,1.645,1.185,1.4427265,526.35,9.2,115,120,72.27985,11.275,5.2781,55.24968936,1246.5,1.335,4.235,180.5,-701,-0.52,-132.5,3.171653363,130.6691,-14.66113333,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0.95995682
"1,1_Pr_Nd_500",2.565,2.655,3570,8.53,1.645,1.185,1.4427265,526.35,9.2,115,120,72.27985,11.275,5.2781,55.24968936,1246.5,1.335,4.235,180.5,-701,-0.52,-132.5,3.171653363,130.6691,-14.66113333,0,0,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0.96439592
"1,1_Pr_Nd_1000",2.565,2.655,3570,8.53,1.645,1.185,1.4427265,526.35,9.2,115,120,72.27985,11.275,5.2781,55.24968936,1246.5,1.335,4.235,180.5,-701,-0.52,-132.5,3.171653363,130.6691,-14.66113333,0,0,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0.90333645
"1,1_Pr_Sm_0.1",2.6,2.63,2797.5,7.88,1.635,1.155,1.4606545,533.1,11.1,114.5,120,70.6104,11.7,5.17905,53.69689279,1149.5,1.62,4.31,373.5,-698.65,-0.48,-129,3.309806688,133.02335,-14.40605667,0,0,0.05,0,0.05,0,0,0,0,0,0,0,0,0,0,0,1.02371884
"1,1_Pr_Sm_1",2.6,2.63,2797.5,7.88,1.635,1.155,1.4606545,533.1,11.1,114.5,120,70.6104,11.7,5.17905,53.69689279,1149.5,1.62,4.31,373.5,-698.65,-0.48,-129,3.309806688,133.02335,-14.40605667,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,1.03695717
"1,1_Pr_Sm_10",2.6,2.63,2797.5,7.88,1.635,1.155,1.4606545,533.1,11.1,114.5,120,70.6104,11.7,5.17905,53.69689279,1149.5,1.62,4.31,373.5,-698.65,-0.48,-129,3.309806688,133.02335,-14.40605667,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,1.01757636
"1,1_Pr_Sm_100",2.6,2.63,2797.5,7.88,1.635,1.155,1.4606545,533.1,11.1,114.5,120,70.6104,11.7,5.17905,53.69689279,1149.5,1.62,4.31,373.5,-698.65,-0.48,-129,3.309806688,133.02335,-14.40605667,0,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0.99538345
"1,1_Pr_Sm_500",2.6,2.63,2797.5,7.88,1.635,1.155,1.4606545,533.1,11.1,114.5,120,70.6104,11.7,5.17905,53.69689279,1149.5,1.62,4.31,373.5,-698.65,-0.48,-129,3.309806688,133.02335,-14.40605667,0,0,250,0,250,0,0,0,0,0,0,0,0,0,0,0,0.95165028
"1,1_Pr_Sm_1000",2.6,2.63,2797.5,7.88,1.635,1.155,1.4606545,533.1,11.1,114.5,120,70.6104,11.7,5.17905,53.69689279,1149.5,1.62,4.31,373.5,-698.65,-0.48,-129,3.309806688,133.02335,-14.40605667,0,0,500,0,500,0,0,0,0,0,0,0,0,0,0,0,0.88591747
"1,1_Pr_Tb_0.1",2.645,2.59,3648,8.025,1.62,1.14,1.5996045,543.7,5102.15,115,120,72.64985,10.73,5.79285,46.25911363,1418,2.72,4.185,186.5,-702.1,-0.555,-122.5,3.182636998,134.94895,-15.72189834,0,0,0.05,0,0,0,0,0.05,0,0,0,0,0,0,0,0,1.01095026
"1,1_Pr_Tb_1",2.645,2.59,3648,8.025,1.62,1.14,1.5996045,543.7,5102.15,115,120,72.64985,10.73,5.79285,46.25911363,1418,2.72,4.185,186.5,-702.1,-0.555,-122.5,3.182636998,134.94895,-15.72189834,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,1.03076159
"1,1_Pr_Tb_10",2.645,2.59,3648,8.025,1.62,1.14,1.5996045,543.7,5102.15,115,120,72.64985,10.73,5.79285,46.25911363,1418,2.72,4.185,186.5,-702.1,-0.555,-122.5,3.182636998,134.94895,-15.72189834,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,1.02086676
"1,1_Pr_Tb_100",2.645,2.59,3648,8.025,1.62,1.14,1.5996045,543.7,5102.15,115,120,72.64985,10.73,5.79285,46.25911363,1418,2.72,4.185,186.5,-702.1,-0.555,-122.5,3.182636998,134.94895,-15.72189834,0,0,50,0,0,0,0,50,0,0,0,0,0,0,0,0,0.97634006
"1,1_Pr_Tb_500",2.645,2.59,3648,8.025,1.62,1.14,1.5996045,543.7,5102.15,115,120,72.64985,10.73,5.79285,46.25911363,1418,2.72,4.185,186.5,-702.1,-0.555,-122.5,3.182636998,134.94895,-15.72189834,0,0,250,0,0,0,0,250,0,0,0,0,0,0,0,0,0.9695935
"1,1_Pr_Tb_1000",2.645,2.59,3648,8.025,1.62,1.14,1.5996045,543.7,5102.15,115,120,72.64985,10.73,5.79285,46.25911363,1418,2.72,4.185,186.5,-702.1,-0.555,-122.5,3.182636998,134.94895,-15.72189834,0,0,500,0,0,0,0,500,0,0,0,0,0,0,0,0,0.90544437
"1,1_Pr_Tm_0.1",2.71,2.545,3008,8.165,1.605,1.105,1.573011,559.65,14.05,114.5,155.5,72.24325,11.325,5.6441,47.26918647,1511,1.86,4.04,203.5,-705.7,-0.535,-128.5,2.897147366,110.46476,-12.02429234,0,0,0.05,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1.04871053
